text,source,original_id,toxicity,hate_speech,harassment,self_harm,violence,sexual,profanity,spam,label_vector
"Ahhh. Work. I vaguely remember that! What does it feel like? Lol
",spam_sms_spam,spam_29,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us
",spam_sms_spam,spam_30,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? 
",spam_sms_spam,spam_31,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"K tell me anything about you.
",spam_sms_spam,spam_32,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"For fear of fainting with the of all that housework you just did? Quick have a cuppa
",spam_sms_spam,spam_33,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged
",spam_sms_spam,spam_34,False,False,False,False,False,False,False,True,"0,0,0,0,0,0,0,1"
"Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am
",spam_sms_spam,spam_35,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Oops, I'll let you know when my roommate's done
",spam_sms_spam,spam_36,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"I see the letter B on my car
",spam_sms_spam,spam_37,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Anything lor... U decide...
",spam_sms_spam,spam_38,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!
",spam_sms_spam,spam_39,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola
",spam_sms_spam,spam_40,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy
",spam_sms_spam,spam_41,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow
",spam_sms_spam,spam_42,False,False,False,False,False,False,False,True,"0,0,0,0,0,0,0,1"
"WHO ARE YOU SEEING?
",spam_sms_spam,spam_43,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...
",spam_sms_spam,spam_44,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"No calls..messages..missed calls
",spam_sms_spam,spam_45,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Didn't you get hep b immunisation in nigeria.
",spam_sms_spam,spam_46,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Fair enough, anything going on?
",spam_sms_spam,spam_47,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Yeah hopefully, if tyler can't do it I could maybe ask around a bit
",spam_sms_spam,spam_48,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.
",spam_sms_spam,spam_49,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"What you thinked about me. First time you saw me in class.
",spam_sms_spam,spam_50,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;
",spam_sms_spam,spam_51,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"K fyi x has a ride early tomorrow morning but he's crashing at our place tonight
",spam_sms_spam,spam_52,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.
",spam_sms_spam,spam_53,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV
",spam_sms_spam,spam_54,False,False,False,False,False,False,False,True,"0,0,0,0,0,0,0,1"
"Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;
",spam_sms_spam,spam_55,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! 
",spam_sms_spam,spam_56,False,False,False,False,False,False,False,True,"0,0,0,0,0,0,0,1"
"Sorry, I'll call later in meeting.
",spam_sms_spam,spam_57,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Tell where you reached
",spam_sms_spam,spam_58,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Yes..gauti and sehwag out of odi series.
",spam_sms_spam,spam_59,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.
",spam_sms_spam,spam_60,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Ha ha ha good joke. Girls are situation seekers.
",spam_sms_spam,spam_61,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Its a part of checking IQ
",spam_sms_spam,spam_62,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Sorry my roommates took forever, it ok if I come by now?
",spam_sms_spam,spam_63,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.
",spam_sms_spam,spam_64,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589
",spam_sms_spam,spam_65,False,False,False,False,False,False,False,True,"0,0,0,0,0,0,0,1"
"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...
",spam_sms_spam,spam_66,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ
",spam_sms_spam,spam_67,False,False,False,False,False,False,False,True,"0,0,0,0,0,0,0,1"
"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!
",spam_sms_spam,spam_68,False,False,False,False,False,False,False,True,"0,0,0,0,0,0,0,1"
"I plane to give on this month end.
",spam_sms_spam,spam_69,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Wah lucky man... Then can save money... Hee...
",spam_sms_spam,spam_70,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Finished class where are you.
",spam_sms_spam,spam_71,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX
",spam_sms_spam,spam_72,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"K..k:)where are you?how did you performed?
",spam_sms_spam,spam_73,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"U can call me now...
",spam_sms_spam,spam_74,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"I am waiting machan. Call me once you free.
",spam_sms_spam,spam_75,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Thats cool. i am a gentleman and will treat you with dignity and respect.
",spam_sms_spam,spam_76,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"I like you peoples very much:) but am very shy pa.
",spam_sms_spam,spam_77,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Does not operate after  &lt;#&gt;  or what
",spam_sms_spam,spam_78,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Its not the same here. Still looking for a job. How much do Ta's earn there.
",spam_sms_spam,spam_79,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Sorry, I'll call later
",spam_sms_spam,spam_80,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"K. Did you call me just now ah? 
",spam_sms_spam,spam_81,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Ok i am on the way to home hi hi
",spam_sms_spam,spam_82,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"You will be in the place of that man
",spam_sms_spam,spam_83,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Yup next stop.
",spam_sms_spam,spam_84,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"I call you later, don't have network. If urgnt, sms me.
",spam_sms_spam,spam_85,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
",spam_sms_spam,spam_86,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.
",spam_sms_spam,spam_87,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"I'm really not up to it still tonight babe
",spam_sms_spam,spam_88,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Ela kano.,il download, come wen ur free..
",spam_sms_spam,spam_89,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Yeah do! Don‘t stand to close tho- you‘ll catch something!
",spam_sms_spam,spam_90,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. 
",spam_sms_spam,spam_91,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
",spam_sms_spam,spam_92,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
",spam_sms_spam,spam_93,False,False,False,False,False,False,False,True,"0,0,0,0,0,0,0,1"
"Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?
",spam_sms_spam,spam_94,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16
",spam_sms_spam,spam_95,False,False,False,False,False,False,False,True,"0,0,0,0,0,0,0,1"
"Watching telugu movie..wat abt u?
",spam_sms_spam,spam_96,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"i see. When we finish we have loads of loans to pay
",spam_sms_spam,spam_97,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?""
",spam_sms_spam,spam_98,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"I see a cup of coffee animation
",spam_sms_spam,spam_99,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Please don't text me anymore. I have nothing else to say.
",spam_sms_spam,spam_100,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx
",spam_sms_spam,spam_101,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"I'm still looking for a car to buy. And have not gone 4the driving test yet.
",spam_sms_spam,spam_102,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
",spam_sms_spam,spam_103,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.
",spam_sms_spam,spam_104,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Umma my life and vava umma love you lot dear
",spam_sms_spam,spam_105,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.
",spam_sms_spam,spam_106,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Aight, I'll hit you up when I get some cash
",spam_sms_spam,spam_107,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"How would my ip address test that considering my computer isn't a minecraft server
",spam_sms_spam,spam_108,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...
",spam_sms_spam,spam_109,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Dont worry. I guess he's busy.
",spam_sms_spam,spam_110,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"What is the plural of the noun research?
",spam_sms_spam,spam_111,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Going for dinner.msg you after.
",spam_sms_spam,spam_112,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.
",spam_sms_spam,spam_113,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
",spam_sms_spam,spam_114,False,False,False,False,False,False,False,True,"0,0,0,0,0,0,0,1"
"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?
",spam_sms_spam,spam_115,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.
",spam_sms_spam,spam_116,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) 
",spam_sms_spam,spam_117,False,False,False,False,False,False,False,True,"0,0,0,0,0,0,0,1"
"Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! 
",spam_sms_spam,spam_118,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.
",spam_sms_spam,spam_119,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
",spam_sms_spam,spam_120,False,False,False,False,False,False,False,True,"0,0,0,0,0,0,0,1"
"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM
",spam_sms_spam,spam_121,False,False,False,False,False,False,False,True,"0,0,0,0,0,0,0,1"
"here is my new address -apples&pairs&all that malarky
",spam_sms_spam,spam_122,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
",spam_sms_spam,spam_123,False,False,False,False,False,False,False,True,"0,0,0,0,0,0,0,1"
"I am going to sao mu today. Will be done only at 12 
",spam_sms_spam,spam_124,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Ü predict wat time ü'll finish buying?
",spam_sms_spam,spam_125,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Good stuff, will do.
",spam_sms_spam,spam_126,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.
",spam_sms_spam,spam_127,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Are you there in room.
",spam_sms_spam,spam_128,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
",spam_sms_spam,spam_129,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"K..k:)how much does it cost?
",spam_sms_spam,spam_130,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"I'm home.
",spam_sms_spam,spam_131,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Dear, will call Tmorrow.pls accomodate.
",spam_sms_spam,spam_132,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"First answer my question.
",spam_sms_spam,spam_133,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
",spam_sms_spam,spam_134,False,False,False,False,False,False,False,True,"0,0,0,0,0,0,0,1"
"Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
",spam_sms_spam,spam_135,False,False,False,False,False,False,False,True,"0,0,0,0,0,0,0,1"
"I only haf msn. It's yijue@hotmail.com
",spam_sms_spam,spam_136,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"He is there. You call and meet him
",spam_sms_spam,spam_137,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"No no. I will check all rooms befor activities
",spam_sms_spam,spam_138,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
",spam_sms_spam,spam_139,False,False,False,False,False,False,False,True,"0,0,0,0,0,0,0,1"
"Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...
",spam_sms_spam,spam_140,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"K, text me when you're on the way
",spam_sms_spam,spam_141,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Sir, Waiting for your mail.
",spam_sms_spam,spam_142,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8
",spam_sms_spam,spam_143,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"I know you are. Can you pls open the back?
",spam_sms_spam,spam_144,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Yes see ya not on the dot
",spam_sms_spam,spam_145,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Whats the staff name who is taking class for us?
",spam_sms_spam,spam_146,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end
",spam_sms_spam,spam_147,False,False,False,False,False,False,False,True,"0,0,0,0,0,0,0,1"
"Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
",spam_sms_spam,spam_148,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"K..i deleted my contact that why?
",spam_sms_spam,spam_149,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Sindu got job in birla soft ..
",spam_sms_spam,spam_150,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"The wine is flowing and i'm i have nevering..
",spam_sms_spam,spam_151,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Yup i thk cine is better cos no need 2 go down 2 plaza mah.
",spam_sms_spam,spam_152,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Ok... Ur typical reply...
",spam_sms_spam,spam_153,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
",spam_sms_spam,spam_154,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.
",spam_sms_spam,spam_155,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Aaooooright are you at work?
",spam_sms_spam,spam_156,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"I'm leaving my house now...
",spam_sms_spam,spam_157,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?
",spam_sms_spam,spam_158,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
",spam_sms_spam,spam_159,False,False,False,False,False,False,False,True,"0,0,0,0,0,0,0,1"
"You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
",spam_sms_spam,spam_160,False,False,False,False,False,False,False,True,"0,0,0,0,0,0,0,1"
