text,source,original_id,toxicity,hate_speech,harassment,self_harm,violence,sexual,profanity,spam,label_vector
@ronsonsolaqa I love you too pussy.... Lmaooo,davidson,davidson_41,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@DrunkAtChurch @MzYummyDread Slide up on a bad bitch/Dat bitch look good,davidson,davidson_42,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@strawberrycoca ling ling krunkchip,davidson,davidson_43,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
@saucygyro she's a dyke &amp; looks like she's 12,davidson,davidson_44,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @dnumberbefore_2: She used to be more fun as a hoe ..this new you is to positive,davidson,davidson_45,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"RT @YUNGRAJEE: No nigga ever ask before he hit either &#8220;@jaybeeTRENDz: Body counts don't matter ! YALL treat all bitches the same anyway, st&#8230;",davidson,davidson_46,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"&#8220;@AshlynWynns: I'm a ""mud shark"" because I have black friends. Makes perfect sense. &#128514;&#128557;&#128514;&#128557; #idiotic&#8221; @",davidson,davidson_47,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Shylock &amp; Wongs: 3 Incidents of Democrat Bigotry In 3 Weeks - Media Mum http://t.co/rX8ynPg1Yd via @BreitbartNews,davidson,davidson_48,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Smile at the bitches who hate you.,davidson,davidson_49,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
See niggas they be mad and all these hoes go &#128584;,davidson,davidson_50,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@kieffer_jason bitch wtf r u talking about and why tf r u still talking shit but not doing no action no thank for proving my point pussy boy,davidson,davidson_51,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @Teamadeezy: Niggas is hoes 2,davidson,davidson_52,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@rellyOnSMASH @LiveAndUncut my bitch do all that and still go out,davidson,davidson_53,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@allsportsbruh you say waste a draft pick on Manziel when we have Mallet. that's why I'm telling you to delete your account. You're retarded,davidson,davidson_54,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
&#8220;@Condeezy3: What to do after the game....home alone and nothing to do...someone come chill?:) maybe go swimm&#8221; ima do ya bitch,davidson,davidson_55,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
I be chillin wit the bitches cuz a lotta niccas fake,davidson,davidson_56,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
fuck her rite in the pussy,davidson,davidson_57,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @Chayeezy: When a bitch got you fucked up but you devoted your life to the Lord so you gotta stand there like you aint mad http://t.co/7&#8230;,davidson,davidson_58,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @corey_emanuel: &#128557;&#128557;&#128557;&#128557; RT @ivyleague1908: SHAT!!!!!! RT @DirtRoadDon: When Deltas smell they own pussy http://t.co/3LojKQM8ZG,davidson,davidson_59,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @RickRaze: Why would I be in a relationship theses hoes go still do them &#128514;&#128175;,davidson,davidson_60,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"Damn ""@JonnieSantana: It's kinda trash man RT ""@80sbaby4life: How many of you actually have had a threesome. Honestly""""",davidson,davidson_61,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@Benny_Balboa not to yall thou! Yalll fucking glad bag trash,davidson,davidson_62,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@kieffer_jason @someone yea it's very true bitch,davidson,davidson_63,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"everybody fuckin everybody bitch everybody wit the shits, thats lifee",davidson,davidson_64,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@BradMich4Real thats shit gon be the death of these hoes...ion like it...,davidson,davidson_65,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"RT @murrman5: ""Hun, I'm quitting my job and going to learn to become a psychic. Now I know what you're thinking, well not yet. I'm going to&#8230;",davidson,davidson_66,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Thursdays really been trash this season @nfl,davidson,davidson_67,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
RT @letsargueboxing: @staycoolwheels screaming like a little bitch lmaooo,davidson,davidson_68,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@Alan_Casillas haha shit niggah i wish,davidson,davidson_69,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
Nah we still up. RT @Tweets_NOchill: All the flat booty bitches asleep yet or Nah?,davidson,davidson_70,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
Get these hoe ass fuckboys off the stage. #VMAs,davidson,davidson_71,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@josephljenkins Have heard some hillbilly grumblings that bugs worse in recent years because of MIC shutdown.,davidson,davidson_72,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
RT @RihannaHasAids: aight game over. dykes had to ruin it http://t.co/o0CAn6gb1p,davidson,davidson_73,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
@seansteiger31 yea cause I showed ya bitch ass,davidson,davidson_74,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
Seeing elder queer couples marry really is emotional. They get to live their final years with equality and with dignity.,davidson,davidson_75,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"RT @Yankees: Gardy goes yardy again! He leads off the game with a HR for the second straight night, and it's 1-0 #Yankees!",davidson,davidson_76,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"KaasPiet,bloemPiet.?lol men weet van gekkigheid niet meer hoe ze simpele oplossing tegen racisme moet maken.Zolang maar blanke beslissing is",davidson,davidson_77,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
RT @LettyBro_: Yall hoes super weakkkkkkkk,davidson,davidson_78,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
you ain't a real nigga without goal a to chase and a yellow bone bitch w/ some toes to paint,davidson,davidson_79,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"RT @WolfpackAlan: Oreos: First you twist it, then you- aw crap, it broke.",davidson,davidson_80,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
You know what fuck that bitch and you didnt react? girl it's me and you,davidson,davidson_81,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"Not ""us bitches"" &#128514;&#128514;&#128514;&#128514;&#128514;",davidson,davidson_82,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
Them hoes look so clean on foot.,davidson,davidson_83,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @ATL_PRiNCeSS: A real bitch know she gotta pluck dat nipple hair,davidson,davidson_84,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"RT @NikoWavy: A lot of bitches like to gamble, but not with money. They put their emotions, feelings and heart on the line.",davidson,davidson_85,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"http://t.co/4YyVxESnUR

The far left looks the best if you ask me, bitches try too hard. Just be yourself, especially if you're thick",davidson,davidson_86,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@IamShady_ that's not even a real word! Must have hit a blunt and started making up shit with your nigger ass lol,davidson,davidson_87,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"RT @WhatTheFFacts: Actor Charlie Sheen once bought 2,600 seats at an Angels baseball game in hopes of catching a home run ball.",davidson,davidson_88,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
RT @JayOnDatAss: All these girls saying nobody can put em up with em. Dont no nigga want a bitch as a girlfriend fix that shit,davidson,davidson_89,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"Out of day care, I'm taking a kitty nap on you hosers.",davidson,davidson_90,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
niggas ain't playin a gram of defense man George need to tell these bitch ass niggas man up,davidson,davidson_91,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
@_MckenzieNoel miss you bitch,davidson,davidson_92,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@slayerific13 @daisymcgarr Like I said.. I might have to check but I'm just not sure bird shot counts as getting shot.,davidson,davidson_93,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
@ParhamBryce @lllexiss @lukejohnson06 @laurenbeckkkk1 alright then we'll in calling you a pussy also,davidson,davidson_94,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @jaaayLENo: Dese hoes aint loyal @ Wal-Mart #TeamIgnant #hoodcomedy #flytv #LOLATL &#128514;&#128514;&#128514;&#128514; bruh https://t.co/3nKvBpR9qr,davidson,davidson_95,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
What mad cunt created masturbating? That dude needs a high 5...,davidson,davidson_96,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
These hoes worried bout the wrong things in life,davidson,davidson_97,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
FF has been consistently one of Marvel's worst properties. Ultimate FF was good; but the entire Ultimate universe is now in the trash.,davidson,davidson_98,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
RT @nateturnboy: You left prom camping first day cause you're a bitch boy.,davidson,davidson_99,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@CallNeeshCakey I can't bitch,davidson,davidson_100,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
Maybe I shoulda informed my cousin of my social anxiety before taking me to this over crowded bar. On the bright side Texas has hott bitches,davidson,davidson_101,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
Nobody on planet Earth more protective than bull dykes,davidson,davidson_102,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"RT @TheVibeKing: I didn't go wrong when I started talking to you, I went wrong when I trusted your bitch ass",davidson,davidson_103,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@kieffer_jason I heard your mama raised you like bitch,davidson,davidson_104,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
God damn birds,davidson,davidson_105,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@alexrojas_10 yo fag Rojas,davidson,davidson_106,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @CanIFuckOrNah: i'm a bitch but a sweetheart u feel me,davidson,davidson_107,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
I just want the bad hoes and I wanna reach the children,davidson,davidson_108,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
Nigga you is a fool &#128553; &#8220;@BOSSMANRAN: I feel like eatin nd beatin a pussy up &#128553;&#8221;,davidson,davidson_109,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@tyracountryman nah gurl this pussy private &#128581;,davidson,davidson_110,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
I hate ratchet country hoes I'm ashamed,davidson,davidson_111,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"@The_Red_Sea @shetheTRUTHtho bitch, yo muthafukin ass reacting off that vain females' tweet &amp; dont no the context, her dumb ass dont neither",davidson,davidson_112,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@jonnnycashh #pussy,davidson,davidson_113,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@mjs79 @ChingonAbe well he is at Genos. So he is the ultimate faggot,davidson,davidson_114,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
RT @_elennamichelle: @erykahminor_ miss ya too nigger &#128539;&#128536;&#128536;&#128536;&#128536;&#128525;,davidson,davidson_115,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
That hoe beefing over tunchi chillllll ouutttt,davidson,davidson_116,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
Bout to put me some hoes on backpage .. Try my pimp hand out! &#128526;&#128075;&#128162;,davidson,davidson_117,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
I just wanna slap a couple of y'all bitches,davidson,davidson_118,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"RT @TheOnlyReed: Sooner or later ya pussy gon tell
Me the truth, let's hope it's not while I'm in it, cause Ima kill u",davidson,davidson_119,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
The fuck does a yellow cloud do?,davidson,davidson_120,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@iSkypeYourMomz @TrapGod3sss And I really be thuggin wtf I look like hanging around some lil chipotle Jamba Juice ass bitches&#8221; like &#128686;&#128686; &#128557;&#128514;&#128557;&#128514;,davidson,davidson_121,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
In-N-Out is like the sunshine and blue sky. The song of a bird. A smile at the front porch. The perfume of the ocean on wind-kissed cheeks.,davidson,davidson_122,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
Life is a bitch.... but I appreciate her mayne.,davidson,davidson_123,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"@san_sim lol Avila... It's simple, but I live in a pretty redneck area.. So it never gets pronounced correctly",davidson,davidson_124,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@thejokerxo porn stars are 100% acceptable bro. Im was talking about these air mattress hoes....lol,davidson,davidson_125,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"""@Yankees: Down 6-1, #Yankees look to rally in the bottom of the 9th."" #RALLYCAP",davidson,davidson_126,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"All these afternoon groups are trash besides the Bubba, Keegs and Furyk group #TheMemorialTournament",davidson,davidson_127,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"Notice I didn't tweet ""bytches"".... Bytch is different from bitch.... My logic... And it WERKS...",davidson,davidson_128,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"@The__Sweetest no shit you are, what euros would call a typical American, fat as fuck and goes to eat fast food all the time, dumb bitch.",davidson,davidson_129,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
Only the strong survive and that nigga a pussy,davidson,davidson_130,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@thisisricklol sexy bitch,davidson,davidson_131,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @The_Paradox: FAGGOT RT @80sbaby4life: I was in the club and there was this good lookin bitch. ..she had gold teeth tho. I was confused &#8230;,davidson,davidson_132,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
Wish I coulda said more to @EmmaleeeParkerr tonight. Good seeing you fag. &#128540;,davidson,davidson_133,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
I got these 5 dominican hoes that randomly hit me up every so often &amp; can't tell if they like me or tryna rob me.,davidson,davidson_134,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@slayerific13 @brenda_skelton @daisymcgarr I don't hunt birds unless you count shooting dove out of season off my power line with a bb gun,davidson,davidson_135,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"RT @NandaGorgeous: RT if you like 
BMTH
ADTR
PTV
YMAS
SWS
ATL
OM&amp;M
AA
MIW
BTF
WCAR
MCR
AFI
PE
BVB
WIM
BC
SS
CTE
NSN
GD
WATIC
AA!
BFMV
FOB
F&#8230;",davidson,davidson_136,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
"@CreoleBabyBritt Don't make me draw you like one of my Franch bitches, heffa.",davidson,davidson_137,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
Alcohol....drunk hoe &#171;@Mr__Rude i miss...&#187;,davidson,davidson_138,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"@KuntaKayne I have never seen such ignorant, illiterate pieces of shit in my life. Bring in Natl Guard &amp; disperse this trash. @bassem_masri",davidson,davidson_139,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
"me: *complains about suburban white girls*
suburban white girl: you're a bitch
me: ok u literally just proved my point",davidson,davidson_140,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"RT @TheDouch3: Bitches tweeting ""relationship goals"" w/no man, job, or real desire to stop being a hoe or partying every weekend. Jus a iPh&#8230;",davidson,davidson_141,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@negrorayrice @FuckTheMallcops I'll continue dis later. I'll be back bitch.,davidson,davidson_142,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
Paper over pussy cause pussy Bring problems #PoweroftheP,davidson,davidson_143,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @ThatSlutAdrian: i'll be that bitch today,davidson,davidson_144,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
I hate when white trash try to act like they're my equal. It only makes it that much clearer how white trash they are.,davidson,davidson_145,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
&#8220;@SexReIationship: Who else thinks lip biting is fucking sexy?&#8221;@MaiaPapayyya_ until that bitch bite too hard put a hoe out once for that,davidson,davidson_146,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
I remember when Milz drunk ass fell asleep while we where all playing Gears smh. What a fag,davidson,davidson_147,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @maNIJEEtwa_: Jackie weird .. like bitch hang with ppl ya age&#128514;,davidson,davidson_148,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @dirtyskimask: Lmaooo Friday After Next? &#8220;@1stName_Bravo: You like that yo son's a fag?&#8221;,davidson,davidson_149,True,True,True,False,False,False,False,False,"1,1,1,0,0,0,0,0"
@CapoDaAssHole @Alejandro_Bihhh lmaoooo Beiber get these hoes wet big bro I'm Tryna tell you,davidson,davidson_150,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
no lie tho i'm weak for a pretty bitch. have me doing all type of shit that ain't really me.,davidson,davidson_151,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
All I want is a 100 million dollars and a bad bitch,davidson,davidson_152,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
Milk Marie she got pretty pussy call it pink cause a nigga fell in love with it.,davidson,davidson_153,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
Nah. ITS OVER&gt; People don't tell #artists what do to. That's defies the definition of what WE ARE TRYING TO SHOW #youpeople. #retards #game7,davidson,davidson_154,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
@JuiciStrawberry Kik is for hoes.You either gone shit or get off the pot.,davidson,davidson_155,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@FlightYung that's what I call a crash dummy hoe,davidson,davidson_156,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @_prettygirl92: bitches jus love to get me madd,davidson,davidson_157,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
It's gonna be a long season for the Yankees if this simulation is right #BlueJays #Rays #Yankees #Orioles&#8230; http://t.co/Zc3k9NDB1T,davidson,davidson_158,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
RT @slllick_: Trey Songz reply to Nicki Minaj &gt;&gt;&gt;&gt; ... That nigga spoke the truth on looking ass bitches lmao ... I knew someone was gonna &#8230;,davidson,davidson_159,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
@Swishas_Erbs No bitch Linda over KOD,davidson,davidson_160,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @driswitdacake: bitches fwu when they wanna .. ha na bitch not over here,davidson,davidson_161,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
Since you hoes wanna be childish &#128514;&#128514;&#128514; http://t.co/P6v3xPXnrZ,davidson,davidson_162,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"Virtually zero protections for LGBTQ persons in Alabama. Not a lot of acceptance, either. Think about queer Alabamian kids today?",davidson,davidson_163,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
The world is yours n every bitch in it,davidson,davidson_164,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
RT @Harmssy: RT @StrangeKeith: &#8220;@QuannDaDon: Word RT @TAN1AAA: Having zero hoes &gt;&gt;&gt;&gt;&#8221;,davidson,davidson_165,True,False,False,False,False,False,True,False,"1,0,0,0,0,0,1,0"
"RT @10thAmendment: Jihadi Killed #BrendanTevlin In N.J. W/ At Least 2 Others,Part Of Terrorist Ring 10 Yrs Ago http://t.co/qZtXJv9x8J http&#8230;",davidson,davidson_166,False,False,False,False,False,False,False,False,"0,0,0,0,0,0,0,0"
